Gene;Gene name;Tissue;TPM
ENSG00000004139;SARM1;lymph node;2.3
ENSG00000004139;SARM1;monocytes;0.4
ENSG00000004139;SARM1;NK-cells;0.3
ENSG00000004139;SARM1;ovary;2.3
ENSG00000004139;SARM1;pancreas;0.6
ENSG00000004139;SARM1;parathyroid gland;5.8
ENSG00000004139;SARM1;placenta;1.8
ENSG00000004139;SARM1;prostate;5.0
ENSG00000004139;SARM1;rectum;2.4
ENSG00000004139;SARM1;salivary gland;1.0
ENSG00000004139;SARM1;seminal vesicle;5.9
ENSG00000004139;SARM1;skeletal muscle;0.5
ENSG00000004139;SARM1;skin;2.7
ENSG00000004139;SARM1;small intestine;5.3
ENSG00000004139;SARM1;smooth muscle;5.2
ENSG00000004139;SARM1;spleen;4.4
ENSG00000004139;SARM1;stomach;2.6
ENSG00000004139;SARM1;T-cells;0.4
ENSG00000004139;SARM1;testis;1.9
ENSG00000004139;SARM1;thyroid gland;4.5
ENSG00000004139;SARM1;tonsil;1.9
ENSG00000004139;SARM1;urinary bladder;2.6
ENSG00000004468;CD38;adipose tissue;3.4
ENSG00000004468;CD38;adrenal gland;3.4
ENSG00000004468;CD38;appendix;17.4
ENSG00000004468;CD38;B-cells;6.8
ENSG00000004468;CD38;bone marrow;8.9
ENSG00000004468;CD38;breast;2.2
ENSG00000004468;CD38;cerebral cortex;24.7
ENSG00000004468;CD38;cervix, uterine;0.8
ENSG00000004468;CD38;colon;4.3
ENSG00000004468;CD38;dendritic cells;5.4
ENSG00000004468;CD38;duodenum;5.8
ENSG00000004468;CD38;endometrium;1.5
ENSG00000004468;CD38;epididymis;1.5
ENSG00000004468;CD38;esophagus;1.2
ENSG00000004468;CD38;fallopian tube;4.8
ENSG00000004468;CD38;gallbladder;2.9
ENSG00000004468;CD38;granulocytes;0.9
ENSG00000004468;CD38;heart muscle;0.8
ENSG00000004468;CD38;kidney;0.7
ENSG00000004468;CD38;liver;1.7
ENSG00000004468;CD38;lung;9.4
ENSG00000004468;CD38;lymph node;26.8
ENSG00000004468;CD38;monocytes;2.1
ENSG00000004468;CD38;NK-cells;19.6
ENSG00000004468;CD38;ovary;0.8
ENSG00000004468;CD38;pancreas;0.0
ENSG00000004468;CD38;parathyroid gland;0.2
ENSG00000004468;CD38;placenta;0.7
ENSG00000004468;CD38;prostate;21.8
ENSG00000004468;CD38;rectum;3.9
ENSG00000004468;CD38;salivary gland;1.2
ENSG00000004468;CD38;seminal vesicle;27.6
ENSG00000004468;CD38;skeletal muscle;7.2
ENSG00000004468;CD38;skin;0.3
ENSG00000004468;CD38;small intestine;4.9
ENSG00000004468;CD38;smooth muscle;1.9
ENSG00000004468;CD38;spleen;23.2
ENSG00000004468;CD38;stomach;2.7
ENSG00000004468;CD38;T-cells;2.2
ENSG00000004468;CD38;testis;1.8
ENSG00000004468;CD38;thyroid gland;2.0
ENSG00000004468;CD38;tonsil;16.4
ENSG00000004468;CD38;urinary bladder;11.9
ENSG00000004777;ARHGAP33;adipose tissue;3.1
ENSG00000004777;ARHGAP33;adrenal gland;5.7
ENSG00000004777;ARHGAP33;appendix;5.5
ENSG00000004777;ARHGAP33;B-cells;0.0
ENSG00000004777;ARHGAP33;bone marrow;13.1
ENSG00000004777;ARHGAP33;breast;2.0
ENSG00000004777;ARHGAP33;cerebral cortex;25.8
ENSG00000004777;ARHGAP33;cervix, uterine;3.4
ENSG00000004777;ARHGAP33;colon;2.0
ENSG00000004777;ARHGAP33;dendritic cells;0.0
ENSG00000004777;ARHGAP33;duodenum;4.0
ENSG00000004777;ARHGAP33;endometrium;8.2
ENSG00000004777;ARHGAP33;epididymis;1.6
ENSG00000004777;ARHGAP33;esophagus;2.0
ENSG00000004777;ARHGAP33;fallopian tube;5.3
ENSG00000004777;ARHGAP33;gallbladder;4.3
ENSG00000004777;ARHGAP33;granulocytes;0.0
ENSG00000004777;ARHGAP33;heart muscle;1.7
ENSG00000004777;ARHGAP33;kidney;1.5
ENSG00000004777;ARHGAP33;liver;0.4
ENSG00000004777;ARHGAP33;lung;3.9
ENSG00000004777;ARHGAP33;lymph node;6.7
ENSG00000004777;ARHGAP33;monocytes;0.0
ENSG00000004777;ARHGAP33;NK-cells;0.0
ENSG00000004777;ARHGAP33;ovary;8.5
ENSG00000004777;ARHGAP33;pancreas;0.9
ENSG00000004777;ARHGAP33;parathyroid gland;5.5
ENSG00000004777;ARHGAP33;placenta;2.4
ENSG00000004777;ARHGAP33;prostate;5.1
ENSG00000004777;ARHGAP33;rectum;1.5
ENSG00000004777;ARHGAP33;salivary gland;2.4
ENSG00000004777;ARHGAP33;seminal vesicle;4.7
ENSG00000004777;ARHGAP33;skeletal muscle;1.0
ENSG00000004777;ARHGAP33;skin;9.7
ENSG00000004777;ARHGAP33;small intestine;3.9
ENSG00000004777;ARHGAP33;smooth muscle;3.0
ENSG00000004777;ARHGAP33;spleen;6.8
ENSG00000004777;ARHGAP33;stomach;4.1
ENSG00000004777;ARHGAP33;T-cells;0.0
ENSG00000004777;ARHGAP33;testis;22.5
ENSG00000004777;ARHGAP33;thyroid gland;3.8
ENSG00000004777;ARHGAP33;tonsil;2.1
ENSG00000004777;ARHGAP33;urinary bladder;1.8
ENSG00000004809;SLC22A16;adipose tissue;0.4
ENSG00000004809;SLC22A16;adrenal gland;0.0
ENSG00000004809;SLC22A16;appendix;0.9
ENSG00000004809;SLC22A16;B-cells;0.0
ENSG00000004809;SLC22A16;bone marrow;12.9
ENSG00000004809;SLC22A16;breast;0.0
ENSG00000004809;SLC22A16;cerebral cortex;0.0
ENSG00000004809;SLC22A16;cervix, uterine;0.4
ENSG00000004809;SLC22A16;colon;0.0
ENSG00000004809;SLC22A16;dendritic cells;3.5
ENSG00000004809;SLC22A16;duodenum;0.0
ENSG00000004809;SLC22A16;endometrium;1.3
ENSG00000004809;SLC22A16;epididymis;0.0
ENSG00000004809;SLC22A16;esophagus;0.0
ENSG00000004809;SLC22A16;fallopian tube;0.1
ENSG00000004809;SLC22A16;gallbladder;0.2
ENSG00000004809;SLC22A16;granulocytes;3.6
ENSG00000004809;SLC22A16;heart muscle;0.0
ENSG00000004809;SLC22A16;kidney;0.0
ENSG00000004809;SLC22A16;liver;0.0
ENSG00000004809;SLC22A16;lung;0.2
ENSG00000004809;SLC22A16;lymph node;0.0
ENSG00000004809;SLC22A16;monocytes;6.0
ENSG00000004809;SLC22A16;NK-cells;0.0
ENSG00000004809;SLC22A16;ovary;0.0
ENSG00000004809;SLC22A16;pancreas;0.0
ENSG00000004809;SLC22A16;parathyroid gland;16.3
ENSG00000004809;SLC22A16;placenta;0.7
ENSG00000004809;SLC22A16;prostate;0.1
ENSG00000004809;SLC22A16;rectum;0.0
ENSG00000004809;SLC22A16;salivary gland;0.0
ENSG00000004809;SLC22A16;seminal vesicle;0.0
ENSG00000004809;SLC22A16;skeletal muscle;0.0
ENSG00000004809;SLC22A16;skin;0.0
ENSG00000004809;SLC22A16;small intestine;0.0
ENSG00000004809;SLC22A16;smooth muscle;2.7
ENSG00000004809;SLC22A16;spleen;0.1
ENSG00000004809;SLC22A16;stomach;0.0
ENSG00000004809;SLC22A16;T-cells;0.0
ENSG00000004809;SLC22A16;testis;38.6
ENSG00000004809;SLC22A16;thyroid gland;0.0
ENSG00000004809;SLC22A16;tonsil;0.0
ENSG00000004809;SLC22A16;urinary bladder;0.1
ENSG00000004838;ZMYND10;adipose tissue;0.1
ENSG00000004838;ZMYND10;adrenal gland;0.1
ENSG00000004838;ZMYND10;appendix;0.5
ENSG00000004838;ZMYND10;B-cells;0.0
ENSG00000004838;ZMYND10;bone marrow;0.4
ENSG00000004838;ZMYND10;breast;1.6
ENSG00000004838;ZMYND10;cerebral cortex;1.3
ENSG00000004838;ZMYND10;cervix, uterine;4.8
ENSG00000004838;ZMYND10;colon;0.1
ENSG00000004838;ZMYND10;dendritic cells;0.2
ENSG00000004838;ZMYND10;duodenum;0.2
ENSG00000004838;ZMYND10;endometrium;3.5
ENSG00000004838;ZMYND10;epididymis;2.2
ENSG00000004838;ZMYND10;esophagus;0.3
ENSG00000004838;ZMYND10;fallopian tube;231.2
ENSG00000004838;ZMYND10;gallbladder;0.8
ENSG00000004838;ZMYND10;granulocytes;0.1
ENSG00000004838;ZMYND10;heart muscle;0.1
ENSG00000004838;ZMYND10;kidney;0.8
ENSG00000004838;ZMYND10;liver;0.1
ENSG00000004838;ZMYND10;lung;15.8
ENSG00000004838;ZMYND10;lymph node;0.3
ENSG00000004838;ZMYND10;monocytes;0.1
ENSG00000004838;ZMYND10;NK-cells;1.2
ENSG00000004838;ZMYND10;ovary;0.4
ENSG00000004838;ZMYND10;pancreas;0.1
ENSG00000004838;ZMYND10;parathyroid gland;5.3
ENSG00000004838;ZMYND10;placenta;0.2
ENSG00000004838;ZMYND10;prostate;0.3
ENSG00000004838;ZMYND10;rectum;0.1
ENSG00000004838;ZMYND10;salivary gland;0.1
ENSG00000004838;ZMYND10;seminal vesicle;0.6
ENSG00000004838;ZMYND10;skeletal muscle;0.1
ENSG00000004838;ZMYND10;skin;0.6
ENSG00000004838;ZMYND10;small intestine;0.1
ENSG00000004838;ZMYND10;smooth muscle;0.7
ENSG00000004838;ZMYND10;spleen;0.6
ENSG00000004838;ZMYND10;stomach;0.2
ENSG00000004838;ZMYND10;T-cells;0.7
ENSG00000004838;ZMYND10;testis;284.7
ENSG00000004838;ZMYND10;thyroid gland;3.3
ENSG00000004838;ZMYND10;tonsil;0.1
ENSG00000004838;ZMYND10;urinary bladder;0.2
ENSG00000005001;PRSS22;adipose tissue;0.0
ENSG00000005001;PRSS22;adrenal gland;0.0
ENSG00000005001;PRSS22;appendix;0.0
ENSG00000005001;PRSS22;B-cells;0.0
ENSG00000005001;PRSS22;bone marrow;0.0
ENSG00000005001;PRSS22;breast;0.0
ENSG00000005001;PRSS22;cerebral cortex;0.0
ENSG00000005001;PRSS22;cervix, uterine;0.1
ENSG00000005001;PRSS22;colon;0.1
ENSG00000005001;PRSS22;dendritic cells;0.0
ENSG00000005001;PRSS22;duodenum;0.1
ENSG00000005001;PRSS22;endometrium;0.7
ENSG00000005001;PRSS22;epididymis;0.0
ENSG00000005001;PRSS22;esophagus;0.0
ENSG00000005001;PRSS22;fallopian tube;0.6
ENSG00000005001;PRSS22;gallbladder;0.0
ENSG00000005001;PRSS22;granulocytes;0.0
ENSG00000005001;PRSS22;heart muscle;0.0
ENSG00000005001;PRSS22;kidney;0.0
ENSG00000005001;PRSS22;liver;0.0
ENSG00000005001;PRSS22;lung;0.1
ENSG00000005001;PRSS22;lymph node;0.0
ENSG00000005001;PRSS22;monocytes;0.0
ENSG00000005001;PRSS22;NK-cells;0.0
ENSG00000005001;PRSS22;ovary;0.0
ENSG00000005001;PRSS22;pancreas;0.0
ENSG00000005001;PRSS22;parathyroid gland;0.0
ENSG00000005001;PRSS22;placenta;0.5
ENSG00000005001;PRSS22;prostate;0.6
ENSG00000005001;PRSS22;rectum;0.0
ENSG00000005001;PRSS22;salivary gland;0.3
ENSG00000005001;PRSS22;seminal vesicle;0.0
ENSG00000005001;PRSS22;skeletal muscle;0.0
ENSG00000005001;PRSS22;skin;0.0
ENSG00000005001;PRSS22;small intestine;0.0
ENSG00000005001;PRSS22;smooth muscle;0.0
ENSG00000005001;PRSS22;spleen;0.0
ENSG00000005001;PRSS22;stomach;0.5
ENSG00000005001;PRSS22;T-cells;0.0
ENSG00000005001;PRSS22;testis;0.0
ENSG00000005001;PRSS22;thyroid gland;0.1
ENSG00000005001;PRSS22;tonsil;0.2
ENSG00000005001;PRSS22;urinary bladder;0.4
ENSG00000005059;MCUB;adipose tissue;8.8
ENSG00000005059;MCUB;adrenal gland;2.6
ENSG00000005059;MCUB;appendix;24.2
ENSG00000005059;MCUB;B-cells;32.0
ENSG00000005059;MCUB;bone marrow;6.4
ENSG00000005059;MCUB;breast;9.4
ENSG00000005059;MCUB;cerebral cortex;6.1
ENSG00000005059;MCUB;cervix, uterine;8.3
ENSG00000005059;MCUB;colon;5.1
ENSG00000005059;MCUB;dendritic cells;42.6
ENSG00000005059;MCUB;duodenum;3.7
ENSG00000005059;MCUB;endometrium;14.0
ENSG00000005059;MCUB;epididymis;1.8
ENSG00000005059;MCUB;esophagus;6.0
ENSG00000005059;MCUB;fallopian tube;6.5
ENSG00000005059;MCUB;gallbladder;12.1
ENSG00000005059;MCUB;granulocytes;2.3
ENSG00000005059;MCUB;heart muscle;3.3
ENSG00000005059;MCUB;kidney;1.2
ENSG00000005059;MCUB;liver;1.0
ENSG00000005059;MCUB;lung;10.5
ENSG00000005059;MCUB;lymph node;36.2
ENSG00000005059;MCUB;monocytes;40.2
ENSG00000005059;MCUB;NK-cells;70.0
ENSG00000005059;MCUB;ovary;6.8
ENSG00000005059;MCUB;pancreas;0.2
ENSG00000005059;MCUB;parathyroid gland;3.5
ENSG00000005059;MCUB;placenta;8.5
ENSG00000005059;MCUB;prostate;3.3
ENSG00000005059;MCUB;rectum;6.9
ENSG00000005059;MCUB;salivary gland;0.8
ENSG00000005059;MCUB;seminal vesicle;2.9
ENSG00000005059;MCUB;skeletal muscle;0.5
ENSG00000005059;MCUB;skin;6.8
ENSG00000005059;MCUB;small intestine;5.7
ENSG00000005059;MCUB;smooth muscle;11.7
ENSG00000005059;MCUB;spleen;18.4
ENSG00000005059;MCUB;stomach;4.2
ENSG00000005059;MCUB;T-cells;100.5
ENSG00000005059;MCUB;testis;5.6
ENSG00000005059;MCUB;thyroid gland;2.1
ENSG00000005059;MCUB;tonsil;23.1
ENSG00000005059;MCUB;urinary bladder;8.7
ENSG00000005206;SPPL2B;adipose tissue;14.5
ENSG00000005206;SPPL2B;adrenal gland;13.6
ENSG00000005206;SPPL2B;appendix;21.9
ENSG00000005206;SPPL2B;B-cells;10.7
ENSG00000005206;SPPL2B;bone marrow;18.7
ENSG00000005206;SPPL2B;breast;6.7
ENSG00000005206;SPPL2B;cerebral cortex;20.5
ENSG00000005206;SPPL2B;cervix, uterine;10.1
ENSG00000005206;SPPL2B;colon;19.4
ENSG00000005206;SPPL2B;dendritic cells;16.3
ENSG00000005206;SPPL2B;duodenum;41.9
ENSG00000005206;SPPL2B;endometrium;17.7
ENSG00000005206;SPPL2B;epididymis;5.4
ENSG00000005206;SPPL2B;esophagus;8.5
ENSG00000005206;SPPL2B;fallopian tube;18.8
ENSG00000005206;SPPL2B;gallbladder;16.6
ENSG00000005206;SPPL2B;granulocytes;8.5
ENSG00000005206;SPPL2B;heart muscle;5.5
ENSG00000005206;SPPL2B;kidney;9.6
ENSG00000005206;SPPL2B;liver;3.4
ENSG00000005206;SPPL2B;lung;13.0
ENSG00000005206;SPPL2B;lymph node;24.0
ENSG00000005206;SPPL2B;monocytes;6.3
ENSG00000005206;SPPL2B;NK-cells;7.0
ENSG00000005206;SPPL2B;ovary;9.7
ENSG00000005206;SPPL2B;pancreas;6.3
ENSG00000005206;SPPL2B;parathyroid gland;21.9
ENSG00000005206;SPPL2B;placenta;15.1
ENSG00000005206;SPPL2B;prostate;17.1
ENSG00000005206;SPPL2B;rectum;10.1
ENSG00000005206;SPPL2B;salivary gland;10.4
ENSG00000005206;SPPL2B;seminal vesicle;14.0
ENSG00000005206;SPPL2B;skeletal muscle;5.4
ENSG00000005206;SPPL2B;skin;23.2
ENSG00000005206;SPPL2B;small intestine;39.7
ENSG00000005206;SPPL2B;smooth muscle;8.8
ENSG00000005206;SPPL2B;spleen;26.4
ENSG00000005206;SPPL2B;stomach;28.8
ENSG00000005206;SPPL2B;T-cells;7.3
ENSG00000005206;SPPL2B;testis;49.1
ENSG00000005206;SPPL2B;thyroid gland;12.4
ENSG00000005206;SPPL2B;tonsil;9.3
ENSG00000005206;SPPL2B;urinary bladder;7.2
ENSG00000005381;MPO;adipose tissue;0.2
ENSG00000005381;MPO;adrenal gland;0.5
ENSG00000005381;MPO;appendix;0.9
ENSG00000005381;MPO;B-cells;0.0
ENSG00000005381;MPO;bone marrow;2495.1
ENSG00000005381;MPO;breast;0.1
ENSG00000005381;MPO;cerebral cortex;1.0
ENSG00000005381;MPO;cervix, uterine;0.0
ENSG00000005381;MPO;colon;0.1
ENSG00000005381;MPO;dendritic cells;2.1
ENSG00000005381;MPO;duodenum;0.0
ENSG00000005381;MPO;endometrium;0.3
ENSG00000005381;MPO;epididymis;1.4
ENSG00000005381;MPO;esophagus;0.1
ENSG00000005381;MPO;fallopian tube;0.3
ENSG00000005381;MPO;gallbladder;0.5
ENSG00000005381;MPO;granulocytes;1.0
ENSG00000005381;MPO;heart muscle;0.1
ENSG00000005381;MPO;kidney;0.0
ENSG00000005381;MPO;liver;0.5
ENSG00000005381;MPO;lung;0.5
ENSG00000005381;MPO;lymph node;1.7
ENSG00000005381;MPO;monocytes;4.6
ENSG00000005381;MPO;NK-cells;0.0
ENSG00000005381;MPO;ovary;0.0
ENSG00000005381;MPO;pancreas;0.0
ENSG00000005381;MPO;parathyroid gland;0.0
ENSG00000005381;MPO;placenta;2.0
ENSG00000005381;MPO;prostate;0.2
ENSG00000005381;MPO;rectum;0.2
ENSG00000005381;MPO;salivary gland;30.5
ENSG00000005381;MPO;seminal vesicle;0.2
ENSG00000005381;MPO;skeletal muscle;0.2
ENSG00000005381;MPO;skin;5.1
ENSG00000005381;MPO;small intestine;0.2
ENSG00000005381;MPO;smooth muscle;0.4
ENSG00000005381;MPO;spleen;3.2
ENSG00000005381;MPO;stomach;0.1
ENSG00000005381;MPO;T-cells;0.0
ENSG00000005381;MPO;testis;0.8
ENSG00000005381;MPO;thyroid gland;0.3
ENSG00000005381;MPO;tonsil;0.2
ENSG00000005381;MPO;urinary bladder;1.0
ENSG00000005448;WDR54;adipose tissue;3.7
ENSG00000005448;WDR54;adrenal gland;9.4
ENSG00000005448;WDR54;appendix;8.8
ENSG00000005448;WDR54;B-cells;17.0
ENSG00000005448;WDR54;bone marrow;4.2
ENSG00000005448;WDR54;breast;6.3
ENSG00000005448;WDR54;cerebral cortex;17.1
ENSG00000005448;WDR54;cervix, uterine;10.0
ENSG00000005448;WDR54;colon;4.3
ENSG00000005448;WDR54;dendritic cells;43.9
ENSG00000005448;WDR54;duodenum;3.1
ENSG00000005448;WDR54;endometrium;13.3
ENSG00000005448;WDR54;epididymis;6.8
ENSG00000005448;WDR54;esophagus;3.5
ENSG00000005448;WDR54;fallopian tube;113.1
ENSG00000005448;WDR54;gallbladder;13.3
ENSG00000005448;WDR54;granulocytes;4.2
ENSG00000005448;WDR54;heart muscle;2.5
ENSG00000005448;WDR54;kidney;9.3
ENSG00000005448;WDR54;liver;0.5
ENSG00000005448;WDR54;lung;14.6
ENSG00000005448;WDR54;lymph node;13.2
ENSG00000005448;WDR54;monocytes;8.9
ENSG00000005448;WDR54;NK-cells;30.4
ENSG00000005448;WDR54;ovary;11.6
ENSG00000005448;WDR54;pancreas;1.3
ENSG00000005448;WDR54;parathyroid gland;40.7
ENSG00000005448;WDR54;placenta;9.1
ENSG00000005448;WDR54;prostate;8.6
ENSG00000005448;WDR54;rectum;4.4
ENSG00000005448;WDR54;salivary gland;1.9
ENSG00000005448;WDR54;seminal vesicle;14.0
ENSG00000005448;WDR54;skeletal muscle;0.4
ENSG00000005448;WDR54;skin;4.6
ENSG00000005448;WDR54;small intestine;3.9
ENSG00000005448;WDR54;smooth muscle;11.6
ENSG00000005448;WDR54;spleen;11.4
ENSG00000005448;WDR54;stomach;6.4
ENSG00000005448;WDR54;T-cells;33.7
ENSG00000005448;WDR54;testis;48.2
ENSG00000005448;WDR54;thyroid gland;11.1
ENSG00000005448;WDR54;tonsil;10.2
ENSG00000005448;WDR54;urinary bladder;8.7
ENSG00000005469;CROT;adipose tissue;5.9
ENSG00000005469;CROT;adrenal gland;12.6
ENSG00000005469;CROT;appendix;8.4
ENSG00000005469;CROT;B-cells;1.6
ENSG00000005469;CROT;bone marrow;2.1
ENSG00000005469;CROT;breast;20.9
ENSG00000005469;CROT;cerebral cortex;13.3
ENSG00000005469;CROT;cervix, uterine;12.9
ENSG00000005469;CROT;colon;12.6
ENSG00000005469;CROT;dendritic cells;2.1
ENSG00000005469;CROT;duodenum;32.4
ENSG00000005469;CROT;endometrium;13.2
ENSG00000005469;CROT;epididymis;22.6
ENSG00000005469;CROT;esophagus;17.6
ENSG00000005469;CROT;fallopian tube;17.4
ENSG00000005469;CROT;gallbladder;22.3
ENSG00000005469;CROT;granulocytes;2.9
ENSG00000005469;CROT;heart muscle;4.4
ENSG00000005469;CROT;kidney;18.2
ENSG00000005469;CROT;liver;18.0
ENSG00000005469;CROT;lung;9.9
ENSG00000005469;CROT;lymph node;7.2
ENSG00000005469;CROT;monocytes;4.9
ENSG00000005469;CROT;NK-cells;14.6
ENSG00000005469;CROT;ovary;10.8
ENSG00000005469;CROT;pancreas;1.4
ENSG00000005469;CROT;parathyroid gland;38.3
ENSG00000005469;CROT;placenta;27.3
ENSG00000005469;CROT;prostate;34.4
ENSG00000005469;CROT;rectum;12.3
ENSG00000005469;CROT;salivary gland;2.4
ENSG00000005469;CROT;seminal vesicle;39.4
ENSG00000005469;CROT;skeletal muscle;4.0
ENSG00000005469;CROT;skin;29.4
ENSG00000005469;CROT;small intestine;25.5
ENSG00000005469;CROT;smooth muscle;12.8
ENSG00000005469;CROT;spleen;7.5
ENSG00000005469;CROT;stomach;6.5
ENSG00000005469;CROT;T-cells;8.8
ENSG00000005469;CROT;testis;6.4
ENSG00000005469;CROT;thyroid gland;68.3
ENSG00000005469;CROT;tonsil;7.8
ENSG00000005469;CROT;urinary bladder;36.4
ENSG00000005471;ABCB4;adipose tissue;0.9
ENSG00000005471;ABCB4;adrenal gland;10.6
ENSG00000005471;ABCB4;appendix;3.6
ENSG00000005471;ABCB4;B-cells;7.2
ENSG00000005471;ABCB4;bone marrow;0.6
ENSG00000005471;ABCB4;breast;0.5
ENSG00000005471;ABCB4;cerebral cortex;0.4
ENSG00000005471;ABCB4;cervix, uterine;0.4
ENSG00000005471;ABCB4;colon;0.7
ENSG00000005471;ABCB4;dendritic cells;1.0
ENSG00000005471;ABCB4;duodenum;0.4
ENSG00000005471;ABCB4;endometrium;0.4
ENSG00000005471;ABCB4;epididymis;0.8
ENSG00000005471;ABCB4;esophagus;0.9
ENSG00000005471;ABCB4;fallopian tube;0.3
ENSG00000005471;ABCB4;gallbladder;1.4
ENSG00000005471;ABCB4;granulocytes;0.0
ENSG00000005471;ABCB4;heart muscle;4.5
ENSG00000005471;ABCB4;kidney;0.8
ENSG00000005471;ABCB4;liver;68.4
ENSG00000005471;ABCB4;lung;0.3
ENSG00000005471;ABCB4;lymph node;7.8
ENSG00000005471;ABCB4;monocytes;0.0
ENSG00000005471;ABCB4;NK-cells;0.0
ENSG00000005471;ABCB4;ovary;0.7
ENSG00000005471;ABCB4;pancreas;0.0
ENSG00000005471;ABCB4;parathyroid gland;0.3
ENSG00000005471;ABCB4;placenta;0.3
ENSG00000005471;ABCB4;prostate;0.9
ENSG00000005471;ABCB4;rectum;1.4
ENSG00000005471;ABCB4;salivary gland;0.3
ENSG00000005471;ABCB4;seminal vesicle;0.5
ENSG00000005471;ABCB4;skeletal muscle;2.7
ENSG00000005471;ABCB4;skin;1.9
ENSG00000005471;ABCB4;small intestine;1.0
ENSG00000005471;ABCB4;smooth muscle;0.5
ENSG00000005471;ABCB4;spleen;7.3
ENSG00000005471;ABCB4;stomach;0.6
ENSG00000005471;ABCB4;T-cells;0.1
ENSG00000005471;ABCB4;testis;1.7
ENSG00000005471;ABCB4;thyroid gland;0.8
ENSG00000005471;ABCB4;tonsil;5.1
ENSG00000005471;ABCB4;urinary bladder;1.6
ENSG00000005884;ITGA3;adipose tissue;10.3
ENSG00000005884;ITGA3;adrenal gland;23.0
ENSG00000005884;ITGA3;appendix;13.2
ENSG00000005884;ITGA3;B-cells;0.0
ENSG00000005884;ITGA3;bone marrow;0.2
ENSG00000005884;ITGA3;breast;13.3
ENSG00000005884;ITGA3;cerebral cortex;9.6
ENSG00000005884;ITGA3;cervix, uterine;14.3
ENSG00000005884;ITGA3;colon;25.2
ENSG00000005884;ITGA3;dendritic cells;0.0
ENSG00000005884;ITGA3;duodenum;30.4
ENSG00000005884;ITGA3;endometrium;19.7
ENSG00000005884;ITGA3;epididymis;14.2
ENSG00000005884;ITGA3;esophagus;12.5
ENSG00000005884;ITGA3;fallopian tube;39.6
ENSG00000005884;ITGA3;gallbladder;27.7
ENSG00000005884;ITGA3;granulocytes;0.0
ENSG00000005884;ITGA3;heart muscle;5.8
ENSG00000005884;ITGA3;kidney;22.0
ENSG00000005884;ITGA3;liver;0.5
ENSG00000005884;ITGA3;lung;99.0
ENSG00000005884;ITGA3;lymph node;3.4
ENSG00000005884;ITGA3;monocytes;0.0
ENSG00000005884;ITGA3;NK-cells;0.0
ENSG00000005884;ITGA3;ovary;13.3
ENSG00000005884;ITGA3;pancreas;2.1
ENSG00000005884;ITGA3;parathyroid gland;34.8
ENSG00000005884;ITGA3;placenta;38.5
ENSG00000005884;ITGA3;prostate;23.0
ENSG00000005884;ITGA3;rectum;16.7
ENSG00000005884;ITGA3;salivary gland;4.0
ENSG00000005884;ITGA3;seminal vesicle;22.2
ENSG00000005884;ITGA3;skeletal muscle;1.8
ENSG00000005884;ITGA3;skin;36.3
ENSG00000005884;ITGA3;small intestine;29.3
ENSG00000005884;ITGA3;smooth muscle;22.8
ENSG00000005884;ITGA3;spleen;10.9
ENSG00000005884;ITGA3;stomach;23.2
ENSG00000005884;ITGA3;T-cells;0.1
ENSG00000005884;ITGA3;testis;3.9
ENSG00000005884;ITGA3;thyroid gland;50.1
ENSG00000005884;ITGA3;tonsil;5.8
ENSG00000005884;ITGA3;urinary bladder;35.2
ENSG00000005893;LAMP2;adipose tissue;79.6
ENSG00000005893;LAMP2;adrenal gland;92.3
ENSG00000005893;LAMP2;appendix;76.7
ENSG00000005893;LAMP2;B-cells;21.7
ENSG00000005893;LAMP2;bone marrow;54.9
ENSG00000005893;LAMP2;breast;109.1
ENSG00000005893;LAMP2;cerebral cortex;200.9
ENSG00000005893;LAMP2;cervix, uterine;153.4
ENSG00000005893;LAMP2;colon;61.2
ENSG00000005893;LAMP2;dendritic cells;79.1
ENSG00000005893;LAMP2;duodenum;84.7
ENSG00000005893;LAMP2;endometrium;107.9
ENSG00000005893;LAMP2;epididymis;142.0
ENSG00000005893;LAMP2;esophagus;92.6
ENSG00000005893;LAMP2;fallopian tube;115.7
ENSG00000005893;LAMP2;gallbladder;223.2
ENSG00000005893;LAMP2;granulocytes;568.9
ENSG00000005893;LAMP2;heart muscle;35.5
ENSG00000005893;LAMP2;kidney;189.4
ENSG00000005893;LAMP2;liver;142.9
ENSG00000005893;LAMP2;lung;126.4
ENSG00000005893;LAMP2;lymph node;57.1
ENSG00000005893;LAMP2;monocytes;136.9
ENSG00000005893;LAMP2;NK-cells;47.6
ENSG00000005893;LAMP2;ovary;87.4
ENSG00000005893;LAMP2;pancreas;19.1
ENSG00000005893;LAMP2;parathyroid gland;145.5
ENSG00000005893;LAMP2;placenta;126.9
ENSG00000005893;LAMP2;prostate;190.6
ENSG00000005893;LAMP2;rectum;70.0
ENSG00000005893;LAMP2;salivary gland;71.3
ENSG00000005893;LAMP2;seminal vesicle;141.0
ENSG00000005893;LAMP2;skeletal muscle;40.9
ENSG00000005893;LAMP2;skin;107.0
ENSG00000005893;LAMP2;small intestine;77.2
ENSG00000005893;LAMP2;smooth muscle;100.6
ENSG00000005893;LAMP2;spleen;85.3
ENSG00000005893;LAMP2;stomach;75.5
ENSG00000005893;LAMP2;T-cells;40.9
ENSG00000005893;LAMP2;testis;76.1
ENSG00000005893;LAMP2;thyroid gland;182.9
ENSG00000005893;LAMP2;tonsil;48.9
