Gene;Gene name;Tissue;TPM
ENSG00000004809;SLC22A16;urinary bladder;0.0
ENSG00000004809;SLC22A16;vagina;0.0
ENSG00000004838;ZMYND10;adipose tissue;0.3
ENSG00000004838;ZMYND10;adrenal gland;0.1
ENSG00000004838;ZMYND10;amygdala;4.2
ENSG00000004838;ZMYND10;basal ganglia;9.1
ENSG00000004838;ZMYND10;breast;0.6
ENSG00000004838;ZMYND10;cerebellum;2.0
ENSG00000004838;ZMYND10;cerebral cortex;1.3
ENSG00000004838;ZMYND10;cervix, uterine;9.2
ENSG00000004838;ZMYND10;colon;0.2
ENSG00000004838;ZMYND10;endometrium;0.4
ENSG00000004838;ZMYND10;esophagus;0.1
ENSG00000004838;ZMYND10;fallopian tube;64.6
ENSG00000004838;ZMYND10;heart muscle;0.1
ENSG00000004838;ZMYND10;hippocampal formation;6.0
ENSG00000004838;ZMYND10;hypothalamus;8.8
ENSG00000004838;ZMYND10;kidney;1.7
ENSG00000004838;ZMYND10;liver;0.4
ENSG00000004838;ZMYND10;lung;13.2
ENSG00000004838;ZMYND10;midbrain;1.0
ENSG00000004838;ZMYND10;ovary;0.5
ENSG00000004838;ZMYND10;pancreas;0.4
ENSG00000004838;ZMYND10;pituitary gland;7.0
ENSG00000004838;ZMYND10;prostate;0.6
ENSG00000004838;ZMYND10;salivary gland;0.2
ENSG00000004838;ZMYND10;skeletal muscle;0.2
ENSG00000004838;ZMYND10;skin;0.5
ENSG00000004838;ZMYND10;small intestine;0.3
ENSG00000004838;ZMYND10;spinal cord;1.9
ENSG00000004838;ZMYND10;spleen;0.6
ENSG00000004838;ZMYND10;stomach;0.2
ENSG00000004838;ZMYND10;testis;327.7
ENSG00000004838;ZMYND10;thyroid gland;2.2
ENSG00000004838;ZMYND10;urinary bladder;0.2
ENSG00000004838;ZMYND10;vagina;0.3
ENSG00000005001;PRSS22;adipose tissue;0.0
ENSG00000005001;PRSS22;adrenal gland;0.0
ENSG00000005001;PRSS22;amygdala;0.0
ENSG00000005001;PRSS22;basal ganglia;0.1
ENSG00000005001;PRSS22;breast;2.4
ENSG00000005001;PRSS22;cerebellum;1.8
ENSG00000005001;PRSS22;cerebral cortex;0.0
ENSG00000005001;PRSS22;cervix, uterine;29.3
ENSG00000005001;PRSS22;colon;0.2
ENSG00000005001;PRSS22;endometrium;0.2
ENSG00000005001;PRSS22;esophagus;63.2
ENSG00000005001;PRSS22;fallopian tube;0.9
ENSG00000005001;PRSS22;heart muscle;0.0
ENSG00000005001;PRSS22;hippocampal formation;0.0
ENSG00000005001;PRSS22;hypothalamus;0.0
ENSG00000005001;PRSS22;kidney;3.8
ENSG00000005001;PRSS22;liver;0.2
ENSG00000005001;PRSS22;lung;3.5
ENSG00000005001;PRSS22;midbrain;0.0
ENSG00000005001;PRSS22;ovary;0.0
ENSG00000005001;PRSS22;pancreas;2.4
ENSG00000005001;PRSS22;pituitary gland;2.8
ENSG00000005001;PRSS22;prostate;6.3
ENSG00000005001;PRSS22;salivary gland;25.8
ENSG00000005001;PRSS22;skeletal muscle;0.0
ENSG00000005001;PRSS22;skin;3.0
ENSG00000005001;PRSS22;small intestine;0.2
ENSG00000005001;PRSS22;spinal cord;0.0
ENSG00000005001;PRSS22;spleen;0.0
ENSG00000005001;PRSS22;stomach;3.4
ENSG00000005001;PRSS22;testis;0.0
ENSG00000005001;PRSS22;thyroid gland;1.6
ENSG00000005001;PRSS22;urinary bladder;4.6
ENSG00000005001;PRSS22;vagina;22.5
ENSG00000005059;MCUB;adipose tissue;9.9
ENSG00000005059;MCUB;adrenal gland;1.4
ENSG00000005059;MCUB;amygdala;1.8
ENSG00000005059;MCUB;basal ganglia;1.3
ENSG00000005059;MCUB;breast;7.0
ENSG00000005059;MCUB;cerebellum;0.2
ENSG00000005059;MCUB;cerebral cortex;2.4
ENSG00000005059;MCUB;cervix, uterine;9.0
ENSG00000005059;MCUB;colon;3.8
ENSG00000005059;MCUB;endometrium;7.6
ENSG00000005059;MCUB;esophagus;5.6
ENSG00000005059;MCUB;fallopian tube;6.3
ENSG00000005059;MCUB;heart muscle;5.7
ENSG00000005059;MCUB;hippocampal formation;1.7
ENSG00000005059;MCUB;hypothalamus;2.6
ENSG00000005059;MCUB;kidney;1.9
ENSG00000005059;MCUB;liver;0.6
ENSG00000005059;MCUB;lung;5.8
ENSG00000005059;MCUB;midbrain;1.6
ENSG00000005059;MCUB;ovary;5.0
ENSG00000005059;MCUB;pancreas;0.6
ENSG00000005059;MCUB;pituitary gland;4.3
ENSG00000005059;MCUB;prostate;3.2
ENSG00000005059;MCUB;salivary gland;4.6
ENSG00000005059;MCUB;skeletal muscle;0.6
ENSG00000005059;MCUB;skin;6.1
ENSG00000005059;MCUB;small intestine;6.9
ENSG00000005059;MCUB;spinal cord;5.1
ENSG00000005059;MCUB;spleen;9.0
ENSG00000005059;MCUB;stomach;2.2
ENSG00000005059;MCUB;testis;2.6
ENSG00000005059;MCUB;thyroid gland;3.8
ENSG00000005059;MCUB;urinary bladder;3.5
ENSG00000005059;MCUB;vagina;7.8
ENSG00000005381;MPO;adipose tissue;0.4
ENSG00000005381;MPO;adrenal gland;0.1
ENSG00000005381;MPO;amygdala;0.4
ENSG00000005381;MPO;basal ganglia;0.5
ENSG00000005381;MPO;breast;0.3
ENSG00000005381;MPO;cerebellum;0.7
ENSG00000005381;MPO;cerebral cortex;1.0
ENSG00000005381;MPO;cervix, uterine;0.0
ENSG00000005381;MPO;colon;0.1
ENSG00000005381;MPO;endometrium;0.2
ENSG00000005381;MPO;esophagus;0.0
ENSG00000005381;MPO;fallopian tube;0.2
ENSG00000005381;MPO;heart muscle;0.4
ENSG00000005381;MPO;hippocampal formation;0.5
ENSG00000005381;MPO;hypothalamus;0.7
ENSG00000005381;MPO;kidney;0.1
ENSG00000005381;MPO;liver;0.7
ENSG00000005381;MPO;lung;9.0
ENSG00000005381;MPO;midbrain;0.5
ENSG00000005381;MPO;ovary;0.1
ENSG00000005381;MPO;pancreas;0.0
ENSG00000005381;MPO;pituitary gland;1.4
ENSG00000005381;MPO;prostate;0.2
ENSG00000005381;MPO;salivary gland;0.7
ENSG00000005381;MPO;skeletal muscle;0.5
ENSG00000005381;MPO;skin;0.0
ENSG00000005381;MPO;small intestine;0.1
ENSG00000005381;MPO;spinal cord;0.3
ENSG00000005381;MPO;spleen;18.7
ENSG00000005381;MPO;stomach;0.1
ENSG00000005381;MPO;testis;0.4
ENSG00000005381;MPO;thyroid gland;0.3
ENSG00000005381;MPO;urinary bladder;0.2
ENSG00000005381;MPO;vagina;0.1
ENSG00000005448;WDR54;adipose tissue;8.4
ENSG00000005448;WDR54;adrenal gland;7.7
ENSG00000005448;WDR54;amygdala;8.3
ENSG00000005448;WDR54;basal ganglia;14.9
ENSG00000005448;WDR54;breast;8.0
ENSG00000005448;WDR54;cerebellum;10.7
ENSG00000005448;WDR54;cerebral cortex;15.3
ENSG00000005448;WDR54;cervix, uterine;15.6
ENSG00000005448;WDR54;colon;6.8
ENSG00000005448;WDR54;endometrium;13.2
ENSG00000005448;WDR54;esophagus;2.9
ENSG00000005448;WDR54;fallopian tube;41.4
ENSG00000005448;WDR54;heart muscle;2.4
ENSG00000005448;WDR54;hippocampal formation;9.3
ENSG00000005448;WDR54;hypothalamus;13.3
ENSG00000005448;WDR54;kidney;9.2
ENSG00000005448;WDR54;liver;0.9
ENSG00000005448;WDR54;lung;12.6
ENSG00000005448;WDR54;midbrain;4.7
ENSG00000005448;WDR54;ovary;11.8
ENSG00000005448;WDR54;pancreas;2.1
ENSG00000005448;WDR54;pituitary gland;27.6
ENSG00000005448;WDR54;prostate;7.8
ENSG00000005448;WDR54;salivary gland;4.7
ENSG00000005448;WDR54;skeletal muscle;0.6
ENSG00000005448;WDR54;skin;4.8
ENSG00000005448;WDR54;small intestine;6.2
ENSG00000005448;WDR54;spinal cord;4.2
ENSG00000005448;WDR54;spleen;11.8
ENSG00000005448;WDR54;stomach;5.1
ENSG00000005448;WDR54;testis;50.3
ENSG00000005448;WDR54;thyroid gland;9.3
ENSG00000005448;WDR54;urinary bladder;10.9
ENSG00000005448;WDR54;vagina;7.0
ENSG00000005469;CROT;adipose tissue;5.4
ENSG00000005469;CROT;adrenal gland;9.5
ENSG00000005469;CROT;amygdala;3.7
ENSG00000005469;CROT;basal ganglia;5.3
ENSG00000005469;CROT;breast;6.9
ENSG00000005469;CROT;cerebellum;8.1
ENSG00000005469;CROT;cerebral cortex;5.7
ENSG00000005469;CROT;cervix, uterine;13.9
ENSG00000005469;CROT;colon;9.0
ENSG00000005469;CROT;endometrium;7.6
ENSG00000005469;CROT;esophagus;15.9
ENSG00000005469;CROT;fallopian tube;9.2
ENSG00000005469;CROT;heart muscle;2.8
ENSG00000005469;CROT;hippocampal formation;3.3
ENSG00000005469;CROT;hypothalamus;4.3
ENSG00000005469;CROT;kidney;6.0
ENSG00000005469;CROT;liver;6.9
ENSG00000005469;CROT;lung;5.3
ENSG00000005469;CROT;midbrain;3.6
ENSG00000005469;CROT;ovary;7.6
ENSG00000005469;CROT;pancreas;2.0
ENSG00000005469;CROT;pituitary gland;6.8
ENSG00000005469;CROT;prostate;15.2
ENSG00000005469;CROT;salivary gland;8.3
ENSG00000005469;CROT;skeletal muscle;4.1
ENSG00000005469;CROT;skin;13.3
ENSG00000005469;CROT;small intestine;10.5
ENSG00000005469;CROT;spinal cord;3.1
ENSG00000005469;CROT;spleen;4.7
ENSG00000005469;CROT;stomach;3.9
ENSG00000005469;CROT;testis;3.5
ENSG00000005469;CROT;thyroid gland;25.8
ENSG00000005469;CROT;urinary bladder;29.7
ENSG00000005469;CROT;vagina;18.7
ENSG00000005471;ABCB4;adipose tissue;0.8
ENSG00000005471;ABCB4;adrenal gland;6.0
ENSG00000005471;ABCB4;amygdala;0.1
ENSG00000005471;ABCB4;basal ganglia;0.1
ENSG00000005471;ABCB4;breast;0.5
ENSG00000005471;ABCB4;cerebellum;0.1
ENSG00000005471;ABCB4;cerebral cortex;0.1
ENSG00000005471;ABCB4;cervix, uterine;0.2
ENSG00000005471;ABCB4;colon;1.0
ENSG00000005471;ABCB4;endometrium;0.1
ENSG00000005471;ABCB4;esophagus;0.2
ENSG00000005471;ABCB4;fallopian tube;0.1
ENSG00000005471;ABCB4;heart muscle;1.6
ENSG00000005471;ABCB4;hippocampal formation;0.2
ENSG00000005471;ABCB4;hypothalamus;0.2
ENSG00000005471;ABCB4;kidney;0.2
ENSG00000005471;ABCB4;liver;31.1
ENSG00000005471;ABCB4;lung;0.1
ENSG00000005471;ABCB4;midbrain;0.2
ENSG00000005471;ABCB4;ovary;0.4
ENSG00000005471;ABCB4;pancreas;0.0
ENSG00000005471;ABCB4;pituitary gland;0.2
ENSG00000005471;ABCB4;prostate;0.5
ENSG00000005471;ABCB4;salivary gland;0.4
ENSG00000005471;ABCB4;skeletal muscle;1.2
ENSG00000005471;ABCB4;skin;0.7
ENSG00000005471;ABCB4;small intestine;1.9
ENSG00000005471;ABCB4;spinal cord;0.2
ENSG00000005471;ABCB4;spleen;4.8
ENSG00000005471;ABCB4;stomach;0.1
ENSG00000005471;ABCB4;testis;1.2
ENSG00000005471;ABCB4;thyroid gland;0.6
ENSG00000005471;ABCB4;urinary bladder;0.4
ENSG00000005471;ABCB4;vagina;0.5
ENSG00000005884;ITGA3;adipose tissue;17.6
ENSG00000005884;ITGA3;adrenal gland;26.4
ENSG00000005884;ITGA3;amygdala;3.0
ENSG00000005884;ITGA3;basal ganglia;4.2
ENSG00000005884;ITGA3;breast;17.8
ENSG00000005884;ITGA3;cerebellum;16.0
ENSG00000005884;ITGA3;cerebral cortex;6.0
ENSG00000005884;ITGA3;cervix, uterine;18.4
ENSG00000005884;ITGA3;colon;21.7
ENSG00000005884;ITGA3;endometrium;26.1
ENSG00000005884;ITGA3;esophagus;20.3
ENSG00000005884;ITGA3;fallopian tube;24.7
ENSG00000005884;ITGA3;heart muscle;7.4
ENSG00000005884;ITGA3;hippocampal formation;2.9
ENSG00000005884;ITGA3;hypothalamus;7.7
ENSG00000005884;ITGA3;kidney;51.9
ENSG00000005884;ITGA3;liver;1.0
ENSG00000005884;ITGA3;lung;64.2
ENSG00000005884;ITGA3;midbrain;3.3
ENSG00000005884;ITGA3;ovary;12.8
ENSG00000005884;ITGA3;pancreas;6.6
ENSG00000005884;ITGA3;pituitary gland;23.9
ENSG00000005884;ITGA3;prostate;21.2
ENSG00000005884;ITGA3;salivary gland;18.0
ENSG00000005884;ITGA3;skeletal muscle;4.3
ENSG00000005884;ITGA3;skin;25.3
ENSG00000005884;ITGA3;small intestine;20.6
ENSG00000005884;ITGA3;spinal cord;2.6
ENSG00000005884;ITGA3;spleen;11.0
ENSG00000005884;ITGA3;stomach;18.8
ENSG00000005884;ITGA3;testis;3.1
ENSG00000005884;ITGA3;thyroid gland;51.6
ENSG00000005884;ITGA3;urinary bladder;41.1
ENSG00000005884;ITGA3;vagina;17.5
ENSG00000005893;LAMP2;adipose tissue;49.8
ENSG00000005893;LAMP2;adrenal gland;63.6
ENSG00000005893;LAMP2;amygdala;49.6
ENSG00000005893;LAMP2;basal ganglia;55.7
ENSG00000005893;LAMP2;breast;49.6
ENSG00000005893;LAMP2;cerebellum;24.9
ENSG00000005893;LAMP2;cerebral cortex;39.4
ENSG00000005893;LAMP2;cervix, uterine;72.0
ENSG00000005893;LAMP2;colon;34.3
ENSG00000005893;LAMP2;endometrium;54.3
ENSG00000005893;LAMP2;esophagus;64.7
ENSG00000005893;LAMP2;fallopian tube;47.3
ENSG00000005893;LAMP2;heart muscle;25.7
ENSG00000005893;LAMP2;hippocampal formation;70.1
ENSG00000005893;LAMP2;hypothalamus;49.2
ENSG00000005893;LAMP2;kidney;45.3
ENSG00000005893;LAMP2;liver;47.8
ENSG00000005893;LAMP2;lung;61.7
ENSG00000005893;LAMP2;midbrain;76.7
ENSG00000005893;LAMP2;ovary;46.5
ENSG00000005893;LAMP2;pancreas;23.3
ENSG00000005893;LAMP2;pituitary gland;36.6
ENSG00000005893;LAMP2;prostate;46.0
ENSG00000005893;LAMP2;salivary gland;89.7
ENSG00000005893;LAMP2;skeletal muscle;37.8
ENSG00000005893;LAMP2;skin;54.5
ENSG00000005893;LAMP2;small intestine;39.1
ENSG00000005893;LAMP2;spinal cord;144.9
ENSG00000005893;LAMP2;spleen;37.6
ENSG00000005893;LAMP2;stomach;33.6
ENSG00000005893;LAMP2;testis;24.4
ENSG00000005893;LAMP2;thyroid gland;60.7
ENSG00000005893;LAMP2;urinary bladder;46.6
ENSG00000005893;LAMP2;vagina;66.0
ENSG00000005961;ITGA2B;adipose tissue;1.6
ENSG00000005961;ITGA2B;adrenal gland;0.3
ENSG00000005961;ITGA2B;amygdala;1.3
ENSG00000005961;ITGA2B;basal ganglia;1.2
ENSG00000005961;ITGA2B;breast;1.0
ENSG00000005961;ITGA2B;cerebellum;5.7
ENSG00000005961;ITGA2B;cerebral cortex;3.1
ENSG00000005961;ITGA2B;cervix, uterine;2.9
ENSG00000005961;ITGA2B;colon;0.6
ENSG00000005961;ITGA2B;endometrium;2.3
ENSG00000005961;ITGA2B;esophagus;0.5
ENSG00000005961;ITGA2B;fallopian tube;2.7
ENSG00000005961;ITGA2B;heart muscle;1.3
ENSG00000005961;ITGA2B;hippocampal formation;1.0
ENSG00000005961;ITGA2B;hypothalamus;1.9
ENSG00000005961;ITGA2B;kidney;1.3
ENSG00000005961;ITGA2B;liver;0.4
ENSG00000005961;ITGA2B;lung;10.3
ENSG00000005961;ITGA2B;midbrain;0.9
ENSG00000005961;ITGA2B;ovary;2.7
ENSG00000005961;ITGA2B;pancreas;0.1
ENSG00000005961;ITGA2B;pituitary gland;4.1
ENSG00000005961;ITGA2B;prostate;1.5
ENSG00000005961;ITGA2B;salivary gland;0.2
ENSG00000005961;ITGA2B;skeletal muscle;0.1
ENSG00000005961;ITGA2B;skin;0.3
ENSG00000005961;ITGA2B;small intestine;0.5
ENSG00000005961;ITGA2B;spinal cord;1.1
ENSG00000005961;ITGA2B;spleen;17.0
ENSG00000005961;ITGA2B;stomach;0.4
ENSG00000005961;ITGA2B;testis;6.6
ENSG00000005961;ITGA2B;thyroid gland;8.5
ENSG00000005961;ITGA2B;urinary bladder;0.3
ENSG00000005961;ITGA2B;vagina;1.8
ENSG00000006007;GDE1;adipose tissue;22.3
ENSG00000006007;GDE1;adrenal gland;21.6
ENSG00000006007;GDE1;amygdala;23.7
ENSG00000006007;GDE1;basal ganglia;25.4
ENSG00000006007;GDE1;breast;19.0
ENSG00000006007;GDE1;cerebellum;19.5
ENSG00000006007;GDE1;cerebral cortex;29.0
ENSG00000006007;GDE1;cervix, uterine;17.5
ENSG00000006007;GDE1;colon;42.8
ENSG00000006007;GDE1;endometrium;24.4
ENSG00000006007;GDE1;esophagus;18.0
ENSG00000006007;GDE1;fallopian tube;20.4
ENSG00000006007;GDE1;heart muscle;23.7
ENSG00000006007;GDE1;hippocampal formation;25.7
ENSG00000006007;GDE1;hypothalamus;17.5
ENSG00000006007;GDE1;kidney;15.3
ENSG00000006007;GDE1;liver;9.0
ENSG00000006007;GDE1;lung;26.8
ENSG00000006007;GDE1;midbrain;25.2
ENSG00000006007;GDE1;ovary;12.8
ENSG00000006007;GDE1;pancreas;11.5
ENSG00000006007;GDE1;pituitary gland;20.8
ENSG00000006007;GDE1;prostate;28.4
ENSG00000006007;GDE1;salivary gland;22.1
ENSG00000006007;GDE1;skeletal muscle;26.2
ENSG00000006007;GDE1;skin;23.8
ENSG00000006007;GDE1;small intestine;23.3
ENSG00000006007;GDE1;spinal cord;26.7
ENSG00000006007;GDE1;spleen;12.6
ENSG00000006007;GDE1;stomach;23.0
ENSG00000006007;GDE1;testis;16.1
ENSG00000006007;GDE1;thyroid gland;20.0
ENSG00000006007;GDE1;urinary bladder;37.6
ENSG00000006007;GDE1;vagina;16.5
ENSG00000006015;REX1BD;adipose tissue;40.1
ENSG00000006015;REX1BD;adrenal gland;34.1
ENSG00000006015;REX1BD;amygdala;43.0
ENSG00000006015;REX1BD;basal ganglia;44.0
ENSG00000006015;REX1BD;breast;39.6
ENSG00000006015;REX1BD;cerebellum;50.2
ENSG00000006015;REX1BD;cerebral cortex;60.8
ENSG00000006015;REX1BD;cervix, uterine;51.7
ENSG00000006015;REX1BD;colon;36.8
ENSG00000006015;REX1BD;endometrium;48.3
ENSG00000006015;REX1BD;esophagus;24.0
ENSG00000006015;REX1BD;fallopian tube;41.1
ENSG00000006015;REX1BD;heart muscle;36.2
ENSG00000006015;REX1BD;hippocampal formation;39.0
ENSG00000006015;REX1BD;hypothalamus;44.5
ENSG00000006015;REX1BD;kidney;31.6
ENSG00000006015;REX1BD;liver;24.1
ENSG00000006015;REX1BD;lung;35.5
ENSG00000006015;REX1BD;midbrain;37.9
ENSG00000006015;REX1BD;ovary;38.5
ENSG00000006015;REX1BD;pancreas;20.6
ENSG00000006015;REX1BD;pituitary gland;35.0
ENSG00000006015;REX1BD;prostate;40.1
ENSG00000006015;REX1BD;salivary gland;28.4
ENSG00000006015;REX1BD;skeletal muscle;44.9
ENSG00000006015;REX1BD;skin;37.0
ENSG00000006015;REX1BD;small intestine;30.3
ENSG00000006015;REX1BD;spinal cord;35.0
ENSG00000006015;REX1BD;spleen;44.6
ENSG00000006015;REX1BD;stomach;25.4
ENSG00000006015;REX1BD;testis;14.4
ENSG00000006015;REX1BD;thyroid gland;31.1
ENSG00000006015;REX1BD;urinary bladder;36.9
ENSG00000006015;REX1BD;vagina;41.2
ENSG00000006125;AP2B1;adipose tissue;39.8
ENSG00000006125;AP2B1;adrenal gland;32.3
ENSG00000006125;AP2B1;amygdala;39.3
ENSG00000006125;AP2B1;basal ganglia;48.6
ENSG00000006125;AP2B1;breast;42.0
ENSG00000006125;AP2B1;cerebellum;67.0
ENSG00000006125;AP2B1;cerebral cortex;70.6
ENSG00000006125;AP2B1;cervix, uterine;49.8
ENSG00000006125;AP2B1;colon;35.5
ENSG00000006125;AP2B1;endometrium;42.1
ENSG00000006125;AP2B1;esophagus;16.8
ENSG00000006125;AP2B1;fallopian tube;38.8
ENSG00000006125;AP2B1;heart muscle;29.3
ENSG00000006125;AP2B1;hippocampal formation;42.1
ENSG00000006125;AP2B1;hypothalamus;50.8
ENSG00000006125;AP2B1;kidney;34.4
ENSG00000006125;AP2B1;liver;9.7
ENSG00000006125;AP2B1;lung;52.3
ENSG00000006125;AP2B1;midbrain;42.5
ENSG00000006125;AP2B1;ovary;47.4
ENSG00000006125;AP2B1;pancreas;12.3
ENSG00000006125;AP2B1;pituitary gland;54.6
ENSG00000006125;AP2B1;prostate;37.2
ENSG00000006125;AP2B1;salivary gland;32.6
ENSG00000006125;AP2B1;skeletal muscle;23.4
ENSG00000006125;AP2B1;skin;25.2
ENSG00000006125;AP2B1;small intestine;31.5
ENSG00000006125;AP2B1;spinal cord;54.2
ENSG00000006125;AP2B1;spleen;33.0
ENSG00000006125;AP2B1;stomach;30.2
ENSG00000006125;AP2B1;testis;72.4
ENSG00000006125;AP2B1;thyroid gland;51.1
ENSG00000006125;AP2B1;urinary bladder;44.7
ENSG00000006125;AP2B1;vagina;32.9
ENSG00000006210;CX3CL1;adipose tissue;68.3
ENSG00000006210;CX3CL1;adrenal gland;3.4
ENSG00000006210;CX3CL1;amygdala;19.4
ENSG00000006210;CX3CL1;basal ganglia;34.5
ENSG00000006210;CX3CL1;breast;116.3
ENSG00000006210;CX3CL1;cerebellum;10.2
ENSG00000006210;CX3CL1;cerebral cortex;50.1
ENSG00000006210;CX3CL1;cervix, uterine;27.0
ENSG00000006210;CX3CL1;colon;14.6
ENSG00000006210;CX3CL1;endometrium;17.0
ENSG00000006210;CX3CL1;esophagus;10.0
ENSG00000006210;CX3CL1;fallopian tube;20.3
ENSG00000006210;CX3CL1;heart muscle;12.0
ENSG00000006210;CX3CL1;hippocampal formation;25.2
ENSG00000006210;CX3CL1;hypothalamus;26.2
ENSG00000006210;CX3CL1;kidney;23.6
ENSG00000006210;CX3CL1;liver;5.2
ENSG00000006210;CX3CL1;lung;102.5
ENSG00000006210;CX3CL1;midbrain;14.8
ENSG00000006210;CX3CL1;ovary;7.5
ENSG00000006210;CX3CL1;pancreas;5.2
ENSG00000006210;CX3CL1;pituitary gland;12.6
ENSG00000006210;CX3CL1;prostate;45.5
ENSG00000006210;CX3CL1;salivary gland;67.6
ENSG00000006210;CX3CL1;skeletal muscle;6.9
ENSG00000006210;CX3CL1;skin;26.0
ENSG00000006210;CX3CL1;small intestine;11.8
ENSG00000006210;CX3CL1;spinal cord;12.9
ENSG00000006210;CX3CL1;spleen;1.3
ENSG00000006210;CX3CL1;stomach;9.1
ENSG00000006210;CX3CL1;testis;8.4
ENSG00000006210;CX3CL1;thyroid gland;34.5
ENSG00000006210;CX3CL1;urinary bladder;27.9
ENSG00000006210;CX3CL1;vagina;19.1
ENSG00000006282;SPATA20;adipose tissue;19.3
ENSG00000006282;SPATA20;adrenal gland;56.5
ENSG00000006282;SPATA20;amygdala;19.2
ENSG00000006282;SPATA20;basal ganglia;18.3
ENSG00000006282;SPATA20;breast;20.3
ENSG00000006282;SPATA20;cerebellum;43.1
ENSG00000006282;SPATA20;cerebral cortex;28.5
ENSG00000006282;SPATA20;cervix, uterine;36.0
ENSG00000006282;SPATA20;colon;25.3
ENSG00000006282;SPATA20;endometrium;38.5
ENSG00000006282;SPATA20;esophagus;10.0
ENSG00000006282;SPATA20;fallopian tube;32.3
ENSG00000006282;SPATA20;heart muscle;20.0
ENSG00000006282;SPATA20;hippocampal formation;13.6
ENSG00000006282;SPATA20;hypothalamus;24.2
ENSG00000006282;SPATA20;kidney;26.6
ENSG00000006282;SPATA20;liver;13.4
ENSG00000006282;SPATA20;lung;19.4
ENSG00000006282;SPATA20;midbrain;21.6
ENSG00000006282;SPATA20;ovary;38.5
ENSG00000006282;SPATA20;pancreas;15.7
ENSG00000006282;SPATA20;pituitary gland;26.6
ENSG00000006282;SPATA20;prostate;37.1
ENSG00000006282;SPATA20;salivary gland;15.0
ENSG00000006282;SPATA20;skeletal muscle;11.0
ENSG00000006282;SPATA20;skin;13.9
ENSG00000006282;SPATA20;small intestine;19.4
ENSG00000006282;SPATA20;spinal cord;14.3
ENSG00000006282;SPATA20;spleen;25.4
ENSG00000006282;SPATA20;stomach;25.0
ENSG00000006282;SPATA20;testis;122.2
ENSG00000006282;SPATA20;thyroid gland;60.8
ENSG00000006282;SPATA20;urinary bladder;36.3
ENSG00000006282;SPATA20;vagina;20.5
ENSG00000006327;TNFRSF12A;adipose tissue;35.6
ENSG00000006327;TNFRSF12A;adrenal gland;36.7
ENSG00000006327;TNFRSF12A;amygdala;4.4
ENSG00000006327;TNFRSF12A;basal ganglia;4.2
ENSG00000006327;TNFRSF12A;breast;24.2
ENSG00000006327;TNFRSF12A;cerebellum;2.5
ENSG00000006327;TNFRSF12A;cerebral cortex;3.6
ENSG00000006327;TNFRSF12A;cervix, uterine;14.1
ENSG00000006327;TNFRSF12A;colon;24.2
ENSG00000006327;TNFRSF12A;endometrium;42.3
ENSG00000006327;TNFRSF12A;esophagus;13.7
ENSG00000006327;TNFRSF12A;fallopian tube;25.4
ENSG00000006327;TNFRSF12A;heart muscle;45.2
ENSG00000006327;TNFRSF12A;hippocampal formation;4.1
ENSG00000006327;TNFRSF12A;hypothalamus;6.2
ENSG00000006327;TNFRSF12A;kidney;59.1
ENSG00000006327;TNFRSF12A;liver;30.6
ENSG00000006327;TNFRSF12A;lung;78.0
ENSG00000006327;TNFRSF12A;midbrain;5.0
ENSG00000006327;TNFRSF12A;ovary;7.9
ENSG00000006327;TNFRSF12A;pancreas;36.9
ENSG00000006327;TNFRSF12A;pituitary gland;66.3
ENSG00000006327;TNFRSF12A;prostate;37.6
ENSG00000006327;TNFRSF12A;salivary gland;48.2
ENSG00000006327;TNFRSF12A;skeletal muscle;27.4
ENSG00000006327;TNFRSF12A;skin;15.9
ENSG00000006327;TNFRSF12A;small intestine;19.5
ENSG00000006327;TNFRSF12A;spinal cord;5.1
ENSG00000006327;TNFRSF12A;spleen;6.1
ENSG00000006327;TNFRSF12A;stomach;29.5
ENSG00000006327;TNFRSF12A;testis;7.5
ENSG00000006327;TNFRSF12A;thyroid gland;41.6
ENSG00000006327;TNFRSF12A;urinary bladder;17.9
ENSG00000006327;TNFRSF12A;vagina;14.4
ENSG00000006451;RALA;adipose tissue;20.4
ENSG00000006451;RALA;adrenal gland;23.1
ENSG00000006451;RALA;amygdala;14.9
ENSG00000006451;RALA;basal ganglia;17.1
ENSG00000006451;RALA;breast;18.2
ENSG00000006451;RALA;cerebellum;17.3
ENSG00000006451;RALA;cerebral cortex;18.0
ENSG00000006451;RALA;cervix, uterine;24.6
ENSG00000006451;RALA;colon;16.7
ENSG00000006451;RALA;endometrium;19.1
ENSG00000006451;RALA;esophagus;41.5
ENSG00000006451;RALA;fallopian tube;14.4
ENSG00000006451;RALA;heart muscle;7.7
ENSG00000006451;RALA;hippocampal formation;15.9
ENSG00000006451;RALA;hypothalamus;15.8
ENSG00000006451;RALA;kidney;9.7
ENSG00000006451;RALA;liver;5.5
ENSG00000006451;RALA;lung;35.8
ENSG00000006451;RALA;midbrain;18.6
ENSG00000006451;RALA;ovary;14.3
ENSG00000006451;RALA;pancreas;5.0
ENSG00000006451;RALA;pituitary gland;11.9
ENSG00000006451;RALA;prostate;10.8
ENSG00000006451;RALA;salivary gland;18.1
ENSG00000006451;RALA;skeletal muscle;7.1
ENSG00000006451;RALA;skin;18.1
ENSG00000006451;RALA;small intestine;15.1
ENSG00000006451;RALA;spinal cord;30.0
ENSG00000006451;RALA;spleen;11.8
ENSG00000006451;RALA;stomach;10.7
